house_type,num_bedrooms,floor_area_sqft,num_floors,num_occupants,num_adults,num_children,climate_zone,city_tier,insulation_quality,window_type,roof_type,has_ac,num_ac_units,ac_star_rating,ac_usage_hrs_per_day,num_ceiling_fans,num_led_bulbs,num_cfl_bulbs,num_incandescent_bulbs,avg_lighting_hrs_per_day,water_heater_type,water_heater_capacity_L,water_heater_usage_hrs_per_day,has_refrigerator,fridge_capacity_L,fridge_star_rating,has_microwave,has_electric_stove,has_dishwasher,dishwasher_cycles_per_week,has_washing_machine,washing_machine_type,washing_cycles_per_week,has_dryer,num_tvs,tv_screen_size_inch,tv_usage_hrs_per_day,num_computers,computer_usage_hrs_per_day,has_solar_panels,solar_capacity_kWp,has_battery_storage,battery_capacity_kWh,daily_energy_consumption_kWh,monthly_energy_consumption_kWh,estimated_peak_load_kW
Apartment,4,1237,2,5,3,2,Composite,Tier 1,Poor,Double Pane,Flat RCC,1,3,2,13.1,3,13,3,3,11.2,None,0,0,1,340,4,1,0,0,0,1,Semi-Automatic,9,1,2,75,8.6,1,2.8,0,0,0,0,89.68,2690.5,11.21
Villa,4,1916,1,5,1,4,Composite,Tier 2,Good,Single Pane,Sloped Tiled,1,2,1,9.7,4,18,1,1,11.3,Solar + Backup,35,0.8,1,190,1,1,0,0,0,1,Front Load,8,0,2,75,3.6,1,7.1,0,0,0,0,41.98,1259.5,5.25
Apartment,4,1180,2,3,2,1,Hot & Dry,Tier 2,Average,Single Pane,Insulated RCC,0,0,0,0,7,23,8,0,4.3,Electric Geyser,10,2.5,1,400,3,1,1,0,0,1,Top Load,4,0,2,65,3.7,2,3.5,0,0,0,0,21.29,638.7,2.66
Apartment,2,625,1,4,1,3,Composite,Tier 1,Poor,Single Pane,Flat RCC,1,3,4,12.3,6,24,7,3,9.5,Solar + Backup,15,2.2,1,400,3,1,0,0,0,1,Top Load,5,0,0,0,0,2,9.8,0,0,0,0,79.07,2372.2,9.88
Apartment,3,889,1,2,1,1,Composite,Tier 2,Poor,Triple Pane,Sloped Tiled,1,2,2,4.2,5,20,2,0,3.7,Electric Geyser,35,2.7,1,400,4,0,0,0,0,0,None,0,0,1,50,8,2,4.7,0,0,0,0,31.22,936.7,3.9
Independent House,3,839,3,1,1,0,Composite,Tier 3,Average,Double Pane,Flat RCC,0,0,0,0,5,9,6,1,8.4,Electric Geyser,15,1.6,1,165,3,0,0,0,0,1,Front Load,2,0,3,40,2.5,1,3,0,0,0,0,12.13,364,1.52
Independent House,4,1050,3,1,1,0,Composite,Tier 2,Excellent,Double Pane,Sloped Tiled,1,3,3,12.6,7,6,3,4,4.6,Electric Geyser,15,2.7,1,340,4,0,1,1,8,0,None,0,0,1,55,4.6,1,4.4,0,0,0,0,58.87,1766.2,7.36
Apartment,3,1005,2,3,1,2,Hot & Dry,Tier 2,Excellent,Single Pane,Sloped Tiled,1,1,4,6.6,5,21,4,3,4.3,Electric Geyser,35,2.7,0,0,0,0,0,1,8,0,None,0,0,3,65,5.2,2,5.6,0,0,0,0,23.06,691.9,2.88
Villa,3,1414,2,3,3,0,Hot & Humid,Tier 3,Average,Double Pane,Insulated RCC,0,0,0,0,2,8,3,1,3,Electric Geyser,15,1.6,1,235,5,1,1,0,0,1,Top Load,2,1,1,50,8.6,2,2.4,0,0,0,0,14.66,439.7,1.83
Independent House,3,1003,2,3,1,2,Hot & Humid,Tier 1,Good,Single Pane,Flat RCC,1,3,1,13.1,4,16,8,0,11.5,Electric Geyser,25,1.5,1,280,5,1,1,0,0,1,Front Load,2,0,3,40,5.4,2,3.4,0,0,0,0,90.4,2712.1,11.3
Independent House,2,892,1,1,1,0,Hot & Humid,Tier 2,Average,Single Pane,Flat RCC,1,4,5,4.8,5,4,6,2,10.5,Solar + Backup,10,2.8,1,235,3,0,1,1,5,1,Front Load,5,1,2,75,9.4,3,5.2,0,0,0,0,53.76,1612.7,6.72
Independent House,3,1076,1,3,1,2,Composite,Tier 3,Good,Double Pane,Sloped Tiled,1,1,2,8.4,3,20,3,3,3.7,None,0,0,1,500,4,1,0,0,0,1,Semi-Automatic,7,0,2,65,10,2,5.1,0,0,0,0,21.96,658.8,2.75
Independent House,5,1618,1,4,2,2,Temperate,Tier 2,Average,Double Pane,Green Roof,1,2,3,6.1,6,6,7,0,8.4,Electric Geyser,35,2.8,1,400,4,1,1,0,0,0,None,0,1,1,32,8.2,1,10,0,0,0,0,35.13,1053.9,4.39
Independent House,4,1471,2,3,3,0,Composite,Tier 1,Average,Triple Pane,Flat RCC,1,2,5,12.1,4,22,1,0,5.1,Electric Geyser,50,2.5,1,500,5,0,0,1,6,1,Top Load,8,1,3,50,7.3,1,10.4,0,0,0,0,50.28,1508.3,6.28
Apartment,1,377,1,4,2,2,Temperate,Tier 1,Average,Double Pane,Flat RCC,1,2,5,13.3,7,24,6,1,5.4,Electric Geyser,10,2,1,500,1,1,0,0,0,1,Semi-Automatic,5,1,1,65,5.1,2,3.9,0,0,0,0,47.71,1431.3,5.96
Apartment,2,906,1,2,2,0,Hot & Dry,Tier 3,Poor,Single Pane,Flat RCC,1,1,3,14.1,3,23,0,0,10.9,None,0,0,1,400,3,1,1,0,0,1,Front Load,4,0,2,75,2.5,2,3.2,0,0,0,0,44.7,1340.9,5.59
Villa,1,404,2,4,2,2,Hot & Dry,Tier 2,Poor,Single Pane,Flat RCC,0,0,0,0,2,15,7,3,4,Electric Geyser,25,1.2,1,280,3,1,0,0,0,1,Top Load,3,1,1,50,6.6,1,8.3,1,5,1,5,0,0,2.02
Row House,3,883,2,3,2,1,Hot & Dry,Tier 3,Average,Single Pane,Insulated RCC,1,2,4,5.2,5,11,5,3,8.4,None,0,0,1,165,3,0,0,0,0,1,Semi-Automatic,4,1,2,50,4.9,2,10,1,1,0,0,28.31,849.4,4.1
Apartment,4,1734,1,2,2,0,Hot & Humid,Tier 2,Excellent,Single Pane,Flat RCC,0,0,0,0,3,11,4,0,6.6,Electric Geyser,25,1.3,1,235,2,0,0,0,0,1,Semi-Automatic,4,0,2,50,4.8,0,0,1,2,1,7.5,0.69,20.7,1.21
Apartment,2,833,1,2,1,1,Hot & Humid,Tier 2,Excellent,Double Pane,Insulated RCC,1,2,2,10,4,18,8,1,4.7,Heat Pump,35,0.7,1,340,3,0,0,0,0,1,Top Load,3,0,1,32,7.5,2,2.1,0,0,0,0,38.71,1161.2,4.84
Independent House,3,1233,1,4,3,1,Composite,Tier 3,Good,Double Pane,Sloped Tiled,1,3,4,17.2,3,14,8,3,7.1,Electric Geyser,35,2.3,0,0,0,0,0,0,0,0,None,0,0,2,43,5.7,0,0,0,0,0,0,73.42,2202.5,9.18
Independent House,4,1484,1,4,1,3,Cold,Tier 2,Average,Triple Pane,Sloped Tiled,1,3,3,7,2,23,2,2,11.5,Electric Geyser,15,2.3,1,235,3,1,0,1,12,1,Top Load,6,0,0,0,0,1,9.3,0,0,0,0,53.75,1612.6,6.72
Apartment,3,1131,1,3,1,2,Hot & Humid,Tier 2,Average,Double Pane,Flat RCC,1,4,3,7.6,6,4,8,4,10,Electric Geyser,15,1.2,1,165,4,0,0,0,0,1,Semi-Automatic,3,0,3,50,5.2,2,10.3,0,0,0,0,73.63,2208.9,9.2
Apartment,3,1062,2,2,1,1,Hot & Humid,Tier 2,Average,Double Pane,Insulated RCC,0,0,0,0,5,19,8,1,4.2,Electric Geyser,10,1.2,1,500,1,0,1,0,0,0,None,0,0,3,40,3.2,0,0,0,0,0,0,16.81,504.4,2.1
Independent House,3,999,2,5,2,3,Temperate,Tier 3,Average,Single Pane,Flat RCC,0,0,0,0,4,17,1,1,10.6,Heat Pump,15,1.7,1,340,5,0,0,0,0,1,Top Load,9,0,1,43,5.7,1,8.8,0,0,0,0,12.5,375,1.56
Independent House,3,1037,2,4,1,3,Hot & Dry,Tier 2,Poor,Single Pane,Sloped Tiled,0,0,0,0,5,10,4,4,11.4,Solar + Backup,10,0.6,1,340,5,1,0,0,0,1,Front Load,2,0,1,32,9.6,1,4.9,0,0,0,0,20.68,620.4,2.58
Apartment,2,804,1,3,3,0,Temperate,Tier 2,Average,Double Pane,Insulated RCC,1,1,3,13,5,9,1,4,5.5,Electric Geyser,10,2.5,1,500,4,0,0,0,0,1,Top Load,3,0,2,55,8.4,2,2.7,0,0,0,0,32.08,962.4,4.01
Apartment,3,831,2,3,1,2,Composite,Tier 1,Poor,Triple Pane,Sloped Tiled,1,1,5,16.1,7,24,0,3,6,None,0,0,1,165,5,0,1,0,0,0,None,0,0,0,0,0,2,6.9,1,2,0,0,28.21,846.3,4.65
Apartment,3,1000,1,2,2,0,Cold,Tier 3,Good,Single Pane,Flat RCC,0,0,0,0,5,7,6,0,4.1,Electric Geyser,25,2.6,1,235,2,1,1,0,0,1,Top Load,4,0,1,55,5.1,3,3.6,0,0,0,0,15.46,463.7,1.93
Independent House,4,1803,1,4,3,1,Hot & Dry,Tier 1,Good,Double Pane,Green Roof,1,2,4,5.9,3,11,3,0,6.1,None,0,0,1,500,4,1,1,0,0,1,Top Load,3,0,1,40,9.4,2,9.4,0,0,0,0,30.6,918.1,3.83
Apartment,3,1062,2,3,3,0,Composite,Tier 2,Average,Double Pane,Flat RCC,1,2,4,8.1,3,22,4,2,9.1,Electric Geyser,50,2.2,1,190,2,0,0,0,0,0,None,0,0,1,55,3,2,9.4,0,0,0,0,38.17,1145,4.77
Apartment,3,759,1,6,3,3,Composite,Tier 2,Good,Triple Pane,Insulated RCC,1,2,4,13.3,6,6,3,0,5.4,None,0,0,1,235,3,0,0,0,0,0,None,0,0,0,0,0,1,10.4,1,3,0,0,26.77,803,5.03
Villa,2,693,1,3,3,0,Composite,Tier 2,Average,Single Pane,Flat RCC,1,3,4,12.6,2,7,5,2,3.1,Electric Geyser,10,1.8,1,500,3,1,0,0,0,1,Front Load,5,0,1,50,4.1,1,5.8,0,0,0,0,63.22,1896.5,7.9
Apartment,3,1495,2,3,1,2,Hot & Dry,Tier 2,Average,Double Pane,Flat RCC,1,2,3,11.4,4,16,1,2,6,Electric Geyser,25,1.6,1,500,3,1,0,0,0,1,Semi-Automatic,3,0,0,0,0,1,2.1,0,0,0,0,53.39,1601.8,6.67
Independent House,1,526,1,3,2,1,Hot & Humid,Tier 1,Average,Single Pane,Flat RCC,0,0,0,0,3,24,7,1,7.1,Electric Geyser,15,1.3,1,280,3,0,0,1,3,1,Front Load,9,0,2,75,5.3,2,4.6,0,0,0,0,17.25,517.6,2.16
Apartment,2,754,2,5,3,2,Composite,Tier 2,Good,Double Pane,Flat RCC,1,3,4,12.9,5,5,3,1,8.1,Electric Geyser,15,2.6,1,280,4,0,1,1,13,1,Top Load,5,0,1,65,2.6,2,6.7,0,0,0,0,67.17,2015.2,8.4
Apartment,3,1325,1,4,3,1,Composite,Tier 3,Average,Single Pane,Flat RCC,1,2,2,16.3,2,14,7,3,9.2,Solar + Backup,35,1.7,1,235,3,0,0,0,0,1,Semi-Automatic,6,0,1,43,7,1,8.9,0,0,0,0,63.46,1903.7,7.93
Apartment,5,2107,2,3,2,1,Temperate,Tier 3,Average,Single Pane,Flat RCC,1,4,4,12.2,4,19,2,4,3.6,Electric Geyser,35,2.6,1,400,5,1,1,1,6,1,Front Load,3,0,2,50,2.8,1,5.8,1,5,0,0,52.8,1583.9,9.41
Independent House,1,442,1,4,1,3,Composite,Tier 1,Average,Double Pane,Green Roof,1,1,3,14.9,4,13,4,4,7.2,None,0,0,1,280,4,1,0,0,0,1,Semi-Automatic,9,1,2,43,6.9,1,7.4,0,0,0,0,37.42,1122.6,4.68
Villa,2,837,1,3,3,0,Composite,Tier 3,Average,Single Pane,Insulated RCC,0,0,0,0,4,18,2,2,5.4,None,0,0,1,190,2,1,1,1,9,0,None,0,0,1,32,6.1,1,7.2,0,0,0,0,13.19,395.8,1.65
Villa,4,1720,2,3,1,2,Hot & Humid,Tier 2,Average,Double Pane,Flat RCC,1,1,5,13.5,4,13,6,4,11.5,None,0,0,1,400,3,1,0,0,0,1,Top Load,4,0,2,50,5.9,2,3.6,1,3,0,0,25.76,772.7,4.91
Apartment,2,790,1,2,1,1,Composite,Tier 3,Good,Double Pane,Flat RCC,1,1,3,16.6,6,5,2,2,6.2,None,0,0,1,190,4,1,1,0,0,1,Front Load,2,1,2,50,2.5,2,8.2,0,0,0,0,33.31,999.2,4.16
Independent House,3,960,1,3,1,2,Composite,Tier 2,Average,Double Pane,Sloped Tiled,1,1,4,9.4,4,9,7,4,3.9,Heat Pump,15,1.8,1,340,3,1,0,0,0,0,None,0,1,0,0,0,2,6.4,0,0,0,0,23.59,707.7,2.95
Apartment,3,1423,1,2,1,1,Temperate,Tier 2,Good,Single Pane,Flat RCC,1,3,2,14.9,2,17,8,3,3.4,None,0,0,1,280,3,1,1,0,0,1,Semi-Automatic,5,1,1,75,5.5,0,0,0,0,0,0,65.54,1966.3,8.19
Apartment,3,1017,1,5,3,2,Cold,Tier 3,Average,Single Pane,Insulated RCC,1,3,1,14.1,3,5,1,1,5.4,None,0,0,1,500,4,1,0,0,0,1,Front Load,2,0,1,65,5.3,3,8.9,1,1,1,5,81.45,2443.4,10.74
Villa,2,763,1,2,2,0,Hot & Humid,Tier 3,Poor,Single Pane,Sloped Tiled,1,2,3,4.8,2,13,2,1,4.6,Electric Geyser,10,2.3,1,400,3,0,0,0,0,1,Top Load,7,0,2,55,6.8,0,0,0,0,0,0,35.76,1072.7,4.47
Apartment,2,732,1,6,1,5,Temperate,Tier 2,Good,Single Pane,Sloped Tiled,1,4,2,12.1,5,20,6,2,8.8,Heat Pump,10,0.7,1,235,2,1,0,0,0,1,Front Load,9,1,1,75,6.8,1,6.9,0,0,0,0,76.28,2288.4,9.54
Apartment,3,926,3,3,1,2,Hot & Humid,Tier 1,Poor,Double Pane,Sloped Tiled,1,2,4,5.8,7,11,4,4,10.6,None,0,0,0,0,0,1,0,0,0,1,Front Load,3,1,3,75,2.1,2,9,0,0,0,0,44.87,1346,5.61
Apartment,3,856,1,4,2,2,Hot & Dry,Tier 2,Average,Single Pane,Sloped Tiled,1,2,2,17.5,6,19,9,0,5.8,Solar + Backup,25,1.9,1,500,2,1,1,0,0,1,Top Load,3,0,2,40,3,0,0,1,5,1,10,57.44,1723.2,9.99
Apartment,1,417,1,3,2,1,Composite,Tier 2,Average,Single Pane,Flat RCC,0,0,0,0,0,17,6,3,8.2,Electric Geyser,15,2.8,1,340,2,0,1,0,0,1,Front Load,6,0,1,75,3.9,0,0,0,0,0,0,17.12,513.5,2.14
Apartment,3,925,1,2,2,0,Hot & Humid,Tier 1,Good,Single Pane,Flat RCC,0,0,0,0,5,13,1,4,9.6,Electric Geyser,35,1.8,1,190,1,1,1,1,8,1,Semi-Automatic,2,0,1,55,7.4,0,0,0,0,0,0,22.26,667.7,2.78
Independent House,1,309,1,3,3,0,Composite,Tier 1,Good,Single Pane,Flat RCC,0,0,0,0,2,16,3,0,6.6,Heat Pump,25,0.8,1,340,3,1,1,0,0,0,None,0,0,1,32,6.6,2,7,0,0,0,0,10.91,327.3,1.36
Independent House,3,1217,3,1,1,0,Hot & Humid,Tier 3,Poor,Triple Pane,Sloped Tiled,1,4,4,12.3,2,4,0,3,3.6,None,0,0,1,165,3,1,0,1,12,1,Top Load,8,0,1,50,8.1,2,11.4,0,0,0,0,105.18,3155.5,13.15
Villa,2,567,1,4,3,1,Hot & Humid,Tier 1,Average,Triple Pane,Sloped Tiled,1,4,2,8.8,5,13,4,3,5.1,Electric Geyser,25,0.7,1,280,5,0,1,1,11,1,Front Load,4,0,1,50,7.9,2,7.7,1,5,1,5,62.94,1888.2,10.68
Villa,5,2277,3,3,3,0,Composite,Tier 2,Good,Double Pane,Insulated RCC,1,4,4,4.5,7,15,7,1,10.9,Electric Geyser,35,1,1,235,3,1,0,0,0,1,Semi-Automatic,5,0,2,32,8.8,2,6.2,0,0,0,0,38.83,1164.9,4.85
Apartment,2,583,1,4,3,1,Composite,Tier 1,Average,Single Pane,Flat RCC,1,4,5,11.6,4,20,0,2,10.4,Electric Geyser,15,0.6,0,0,0,0,1,0,0,1,Front Load,4,0,2,40,5,1,2.1,1,1,0,0,65.56,1966.9,8.76
Apartment,2,694,2,2,2,0,Cold,Tier 1,Average,Triple Pane,Flat RCC,0,0,0,0,4,17,6,4,3.8,Solar + Backup,15,1.8,1,340,1,1,0,0,0,1,Top Load,7,0,1,50,4.8,0,0,0,0,0,0,11.2,335.9,1.4
Apartment,1,308,1,2,2,0,Composite,Tier 1,Good,Triple Pane,Flat RCC,0,0,0,0,3,8,6,3,5,Electric Geyser,25,0.7,1,235,2,1,1,1,7,0,None,0,0,1,55,8.6,0,0,0,0,0,0,12.31,369.2,1.54
Independent House,2,504,2,3,1,2,Composite,Tier 1,Good,Double Pane,Sloped Tiled,0,0,0,0,2,22,6,4,9.9,Solar + Backup,35,1.7,1,280,4,0,0,0,0,1,Top Load,3,0,0,0,0,2,6.9,1,7,1,2.5,0,0,1.7
Apartment,4,983,2,5,1,4,Hot & Dry,Tier 3,Poor,Double Pane,Insulated RCC,1,4,2,16.8,2,8,0,3,7.4,None,0,0,1,500,4,0,0,0,0,1,Top Load,2,0,1,50,5.7,1,5.6,0,0,0,0,148.67,4460.2,18.58
Independent House,5,1881,1,4,1,3,Hot & Humid,Tier 3,Good,Single Pane,Insulated RCC,0,0,0,0,5,18,2,1,9.8,Solar + Backup,25,2.3,1,235,2,1,0,0,0,1,Top Load,2,0,2,55,3.6,3,11.2,0,0,0,0,19.58,587.3,2.45
Independent House,2,1080,1,3,2,1,Hot & Humid,Tier 1,Average,Single Pane,Insulated RCC,0,0,0,0,5,16,1,2,4.9,Electric Geyser,25,0.7,1,280,3,0,0,1,5,0,None,0,0,1,32,9.3,1,5.3,1,1,0,0,9.39,281.8,1.74
Independent House,2,779,1,3,1,2,Composite,Tier 2,Good,Double Pane,Green Roof,1,2,4,7,4,20,4,0,11.6,None,0,0,1,280,3,1,0,0,0,1,Top Load,7,0,2,32,5.3,2,7.4,0,0,0,0,30.07,902.2,3.76
Independent House,3,1166,3,1,1,0,Composite,Tier 2,Poor,Double Pane,Insulated RCC,1,2,4,7.7,0,4,1,0,10.1,Solar + Backup,25,2.2,1,280,4,1,0,1,5,1,Top Load,9,0,3,32,3.7,3,7.7,0,0,0,0,36.75,1102.4,4.59
Apartment,4,1712,1,6,2,4,Hot & Dry,Tier 3,Average,Single Pane,Flat RCC,0,0,0,0,2,17,4,1,4.8,Electric Geyser,50,2.7,1,340,1,0,1,0,0,1,Top Load,2,0,2,40,7.5,1,7.3,1,2,1,2.5,11.49,344.8,2.56
Row House,3,1263,1,4,2,2,Composite,Tier 3,Average,Single Pane,Flat RCC,1,3,1,14.7,6,7,4,3,8,Electric Geyser,15,0.6,1,500,3,1,0,0,0,1,Front Load,4,0,1,32,4,2,6.8,0,0,0,0,89.62,2688.5,11.2
Villa,2,770,2,2,1,1,Composite,Tier 2,Average,Double Pane,Flat RCC,1,3,4,17.3,0,12,3,1,4,Solar + Backup,35,2.5,1,280,4,0,1,0,0,1,Front Load,5,0,1,75,9.5,1,5.4,0,0,0,0,78.72,2361.5,9.84
Apartment,2,763,1,3,1,2,Hot & Humid,Tier 2,Average,Double Pane,Green Roof,1,1,4,14,3,20,6,2,6.3,Heat Pump,10,1.9,1,235,5,1,0,1,9,1,Front Load,8,0,0,0,0,1,11.1,0,0,0,0,38.93,1167.9,4.87
Villa,3,1129,3,2,1,1,Hot & Humid,Tier 3,Good,Double Pane,Flat RCC,1,3,3,16.3,4,6,9,0,8.9,None,0,0,1,500,4,0,0,0,0,1,Front Load,5,0,2,43,7.3,1,6.5,0,0,0,0,87.97,2639.1,11
Independent House,1,413,2,6,3,3,Temperate,Tier 1,Average,Double Pane,Flat RCC,0,0,0,0,7,16,5,4,6,Electric Geyser,15,2.9,1,165,2,1,0,1,4,1,Top Load,2,1,2,43,4.8,2,7.3,0,0,0,0,20.33,609.8,2.54
Villa,3,1375,2,2,2,0,Composite,Tier 2,Good,Single Pane,Insulated RCC,1,2,3,9.4,2,15,1,0,8.9,Electric Geyser,25,2.4,1,235,4,1,0,0,0,1,Top Load,7,0,2,32,8.5,1,8.6,0,0,0,0,37.53,1125.9,4.69
Villa,2,552,2,4,3,1,Temperate,Tier 3,Poor,Single Pane,Flat RCC,1,1,2,10,6,19,3,2,5.2,Electric Geyser,50,2.6,1,340,4,1,0,0,0,0,None,0,0,2,50,9.2,1,2.7,0,0,0,0,33.09,992.8,4.14
Independent House,3,1170,1,2,2,0,Hot & Humid,Tier 2,Good,Double Pane,Sloped Tiled,0,0,0,0,2,7,6,3,9.5,Solar + Backup,10,1.4,1,280,4,0,0,0,0,1,Top Load,6,0,2,75,8.3,3,9.8,1,7,0,0,0,0,2.06
Apartment,1,338,1,4,1,3,Cold,Tier 2,Average,Double Pane,Insulated RCC,1,3,4,4.4,5,21,8,1,6.2,Heat Pump,50,1.9,1,500,4,0,0,0,0,1,Semi-Automatic,7,0,2,75,8.8,1,7.1,0,0,0,0,32.96,988.9,4.12
Apartment,3,1315,1,4,2,2,Hot & Humid,Tier 2,Poor,Single Pane,Insulated RCC,1,2,3,13.7,4,6,8,0,10.1,Electric Geyser,50,2,1,165,5,1,1,0,0,0,None,0,1,1,43,2.8,1,8.6,0,0,0,0,76.73,2302,9.59
Independent House,3,1439,1,4,2,2,Hot & Humid,Tier 1,Average,Single Pane,Insulated RCC,1,2,2,10.1,7,20,2,0,4.2,Electric Geyser,50,1.3,1,340,1,1,0,1,11,1,Semi-Automatic,2,0,2,55,9.4,3,9.7,1,2,0,0,52.2,1566,7.65
Independent House,3,1309,2,4,3,1,Cold,Tier 2,Poor,Double Pane,Insulated RCC,0,0,0,0,3,4,0,4,6.3,None,0,0,1,190,2,0,0,1,8,1,Front Load,6,1,2,55,7,1,10.7,0,0,0,0,17.31,519.2,2.16
Apartment,1,300,3,5,2,3,Hot & Dry,Tier 2,Average,Single Pane,Sloped Tiled,1,2,4,11.8,2,22,8,1,7.2,None,0,0,1,190,4,1,1,0,0,1,Front Load,5,0,1,50,9,1,5.9,0,0,0,0,50.1,1503,6.26
Apartment,3,1286,1,1,1,0,Composite,Tier 2,Average,Double Pane,Flat RCC,0,0,0,0,7,7,7,4,6.8,Electric Geyser,50,0.9,1,190,2,0,1,0,0,1,Semi-Automatic,7,1,3,55,7.5,2,10.1,0,0,0,0,20.75,622.4,2.59
Villa,3,1101,1,2,2,0,Hot & Humid,Tier 2,Excellent,Double Pane,Sloped Tiled,1,1,4,10.7,4,20,6,4,6.9,Heat Pump,50,1.4,1,165,1,1,0,0,0,1,Front Load,5,0,3,65,3.6,1,4.6,0,0,0,0,25.22,756.5,3.15
Row House,3,884,3,2,2,0,Composite,Tier 3,Good,Double Pane,Insulated RCC,0,0,0,0,3,10,5,3,7,Solar + Backup,15,2.3,1,500,3,0,1,1,10,1,Front Load,8,1,1,50,6.9,1,8.6,0,0,0,0,19.76,592.8,2.47
Independent House,3,1044,1,6,2,4,Cold,Tier 1,Good,Double Pane,Flat RCC,0,0,0,0,2,5,9,0,11.9,Electric Geyser,35,2.8,1,235,4,0,1,0,0,1,Top Load,6,0,2,55,2.7,1,3,0,0,0,0,17.3,519,2.16
Apartment,3,1168,1,3,3,0,Hot & Dry,Tier 2,Average,Single Pane,Flat RCC,1,2,3,15.5,0,15,6,1,4.7,Electric Geyser,15,1.6,1,165,2,0,0,1,9,1,Front Load,3,0,1,32,7.6,2,2.2,0,0,0,0,64.74,1942.3,8.09
Apartment,4,1198,1,4,2,2,Composite,Tier 2,Good,Double Pane,Flat RCC,1,1,4,10.3,4,8,8,3,9.9,Electric Geyser,25,2.1,1,500,4,1,0,0,0,1,Semi-Automatic,8,0,1,75,5.3,0,0,0,0,0,0,29.29,878.6,3.66
Apartment,2,837,3,4,2,2,Hot & Humid,Tier 2,Average,Single Pane,Sloped Tiled,1,2,3,12.5,2,19,5,3,8,Electric Geyser,15,0.8,1,165,1,0,1,0,0,1,Top Load,2,0,1,55,3.2,1,5.2,1,1,0,0,54.12,1623.5,7.33
Row House,4,1415,2,2,2,0,Composite,Tier 1,Average,Double Pane,Flat RCC,1,3,2,16.5,3,11,9,3,6.7,Solar + Backup,35,2.8,1,500,2,1,0,1,6,0,None,0,0,1,75,9.8,1,2.3,1,1,1,7.5,88.13,2644,11.58
Apartment,3,1273,2,2,2,0,Hot & Dry,Tier 2,Average,Double Pane,Insulated RCC,0,0,0,0,3,11,2,2,8.7,Electric Geyser,25,1.9,1,165,3,0,0,0,0,1,Semi-Automatic,5,0,1,32,9.2,1,8.3,0,0,0,0,15.37,461.1,1.92
Independent House,1,300,2,2,2,0,Hot & Humid,Tier 3,Poor,Single Pane,Flat RCC,1,3,3,16.5,6,16,2,2,10.7,Electric Geyser,25,2.5,1,190,1,1,0,0,0,1,Front Load,5,0,1,55,9.1,2,5.2,0,0,0,0,124.54,3736.3,15.57
Apartment,1,430,1,3,3,0,Hot & Dry,Tier 2,Poor,Single Pane,Flat RCC,1,2,5,7.8,4,17,3,3,7.2,Electric Geyser,10,2.5,1,400,4,1,1,1,4,0,None,0,0,2,55,8.3,1,9.4,0,0,0,0,52.18,1565.5,6.52
Independent House,2,910,1,2,1,1,Hot & Humid,Tier 3,Average,Single Pane,Flat RCC,0,0,0,0,4,14,9,2,10.8,Electric Geyser,50,1.1,1,500,5,1,1,0,0,1,Top Load,8,0,1,55,7.5,2,2.5,0,0,0,0,23.83,714.9,2.98
Independent House,3,853,2,1,1,0,Cold,Tier 3,Poor,Double Pane,Sloped Tiled,1,1,2,7.7,7,9,9,1,3.8,Solar + Backup,25,1.8,1,500,4,0,1,0,0,1,Top Load,8,0,1,32,7.2,1,4.2,1,7,0,0,0,0,3.77
Villa,3,1197,1,5,2,3,Hot & Dry,Tier 1,Good,Single Pane,Flat RCC,0,0,0,0,2,19,7,0,8.9,Electric Geyser,25,2.9,1,500,2,1,1,0,0,0,None,0,0,1,55,2.8,1,6.1,0,0,0,0,21.48,644.4,2.69
Apartment,3,1135,2,6,1,5,Hot & Humid,Tier 1,Excellent,Double Pane,Flat RCC,1,2,1,16.7,7,18,9,1,6,Electric Geyser,35,0.7,1,235,3,1,0,0,0,1,Top Load,9,0,1,55,9.2,1,5.8,0,0,0,0,67.82,2034.7,8.48
Apartment,3,716,3,2,2,0,Hot & Dry,Tier 3,Poor,Double Pane,Insulated RCC,1,2,4,13.1,3,19,8,0,6.5,None,0,0,1,400,2,1,0,0,0,0,None,0,0,1,75,9,1,3.3,1,5,0,0,36.03,1080.8,7.32
Apartment,2,804,2,2,1,1,Hot & Dry,Tier 3,Average,Double Pane,Insulated RCC,1,4,3,5.1,3,16,7,2,8.1,Electric Geyser,35,2.9,1,400,2,0,1,0,0,0,None,0,0,1,65,8,0,0,0,0,0,0,54.76,1642.8,6.85
Row House,1,433,2,1,1,0,Composite,Tier 1,Good,Double Pane,Insulated RCC,1,3,1,5.9,6,15,9,1,7.3,Solar + Backup,50,1.3,1,165,3,1,1,0,0,0,None,0,0,1,40,9.4,2,4.8,0,0,0,0,39.45,1183.6,4.93
Villa,2,597,2,4,3,1,Cold,Tier 1,Average,Single Pane,Sloped Tiled,1,1,5,6.2,0,21,1,4,6.4,Electric Geyser,10,2.7,1,235,4,1,0,0,0,1,Front Load,5,0,1,32,6.4,2,9.2,0,0,0,0,25.28,758.3,3.16
Independent House,2,843,2,4,1,3,Hot & Dry,Tier 1,Excellent,Triple Pane,Insulated RCC,0,0,0,0,0,21,3,3,5.8,None,0,0,1,400,1,1,0,0,0,1,Top Load,7,0,1,65,5.6,1,4.2,1,2,1,5,1.08,32.4,1.26
